season,team_code,stadium_code,zone_code,zone_name_ko,level,side,seat_type,group_size,accessible,description,evidence_type,source_id,verified_at,status,content
2026,NC,CHANGWON,BBQ_6,바베큐석 (6인),,OUTFIELD,BBQ,6,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: BBQ_6 / zone_name_ko: 바베큐석 (6인) / side: OUTFIELD / seat_type: BBQ / group_size: 6 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,PICNIC_TABLE_6,피크닉테이블석 (6인),,OUTFIELD,TABLE,6,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: PICNIC_TABLE_6 / zone_name_ko: 피크닉테이블석 (6인) / side: OUTFIELD / seat_type: TABLE / group_size: 6 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,FAMILY_2,가족석 (2인),,,FAMILY,2,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: FAMILY_2 / zone_name_ko: 가족석 (2인) / seat_type: FAMILY / group_size: 2 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,FAMILY_4,가족석 (4인),,,FAMILY,4,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: FAMILY_4 / zone_name_ko: 가족석 (4인) / seat_type: FAMILY / group_size: 4 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,FAMILY_6,가족석 (6인),,,FAMILY,6,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: FAMILY_6 / zone_name_ko: 가족석 (6인) / seat_type: FAMILY / group_size: 6 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,ROUND_TABLE_2,라운드테이블석 (2인),,,TABLE,2,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: ROUND_TABLE_2 / zone_name_ko: 라운드테이블석 (2인) / seat_type: TABLE / group_size: 2 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,ROUND_TABLE_4,라운드테이블석 (4인),,,TABLE,4,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: ROUND_TABLE_4 / zone_name_ko: 라운드테이블석 (4인) / seat_type: TABLE / group_size: 4 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,ROUND_TABLE_6,라운드테이블석 (6인),,,TABLE,6,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: ROUND_TABLE_6 / zone_name_ko: 라운드테이블석 (6인) / seat_type: TABLE / group_size: 6 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,BULLPEN,불펜석,,OUTFIELD,SPECIAL,,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: BULLPEN / zone_name_ko: 불펜석 / side: OUTFIELD / seat_type: SPECIAL / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,BULLPEN_FAMILY_4,불펜가족석 (4인),,OUTFIELD,FAMILY,4,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: BULLPEN_FAMILY_4 / zone_name_ko: 불펜가족석 (4인) / side: OUTFIELD / seat_type: FAMILY / group_size: 4 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,WHEELCHAIR,휠체어석,,INFIELD,ACCESSIBLE,,Y,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: WHEELCHAIR / zone_name_ko: 휠체어석 / side: INFIELD / seat_type: ACCESSIBLE / accessible: Y / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,SKYBOX,스카이박스,,,SKYBOX,,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: SKYBOX / zone_name_ko: 스카이박스 / seat_type: SKYBOX / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,COUNTER,카운터석,,,COUNTER,,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: COUNTER / zone_name_ko: 카운터석 / seat_type: COUNTER / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,OPEN_BOX_2,오픈박스 (2인),,,GROUP,2,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: OPEN_BOX_2 / zone_name_ko: 오픈박스 (2인) / seat_type: GROUP / group_size: 2 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,OPEN_BOX_4,오픈박스 (4인),,,GROUP,4,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: OPEN_BOX_4 / zone_name_ko: 오픈박스 (4인) / seat_type: GROUP / group_size: 4 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,OUTFIELD_COUNTER,외야 카운터석,,OUTFIELD,COUNTER,,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: OUTFIELD_COUNTER / zone_name_ko: 외야 카운터석 / side: OUTFIELD / seat_type: COUNTER / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,OUTFIELD_FAMILY_4,외야 가족석 (4인),,OUTFIELD,FAMILY,4,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: OUTFIELD_FAMILY_4 / zone_name_ko: 외야 가족석 (4인) / side: OUTFIELD / seat_type: FAMILY / group_size: 4 / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,SKY_TABLE,스카이 테이블석,,,TABLE,,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: SKY_TABLE / zone_name_ko: 스카이 테이블석 / seat_type: TABLE / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
2026,NC,CHANGWON,HIGH_VIEW_TABLE,하이뷰 테이블석,,,TABLE,,N,2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명,OFFICIAL,S094,2026-09-03,CONFIRMED,[창원 NC 파크 · NC 다이노스] team_code: NC / stadium_code: CHANGWON / zone_code: HIGH_VIEW_TABLE / zone_name_ko: 하이뷰 테이블석 / seat_type: TABLE / accessible: N / description: 2026-09-08 공식 예매 화면의 현재 판매 좌석 상품명
